1313,1,98.26,2000-08-06
1317,1,91.73,2000-01-19
1322,1,83.37,2000-11-29
1324,1,95.69,2000-12-25
1339,1,95.24,2000-01-30
1341,1,82.82,2000-03-21
1342,1,91.45,2000-06-24
1343,1,92.25,2000-02-18
1347,1,94.11,2000-07-13
1360,1,81.59,2000-05-18
1362,1,95.97,2000-07-23
1367,1,87.14,2000-03-21
1368,1,88.19,2000-09-12
1369,1,91.42,2000-04-23
1371,1,98.77,2000-04-03
1372,1,87.51,2000-03-02
1380,1,86.85,2000-07-28
1386,1,90.02,2000-03-09
1387,1,98.21,2000-12-07
1392,1,99.23,2000-10-01
1399,1,92.13,2000-05-16
1406,1,86.92,2000-01-28
1409,1,88.73,2000-07-25
1412,1,90.84,2000-10-30
1415,1,84.03,2000-01-13
1416,1,98.86,2000-02-07
1419,1,91.6,2000-12-20
1432,1,91.84,2000-01-01
1436,1,86.52,2000-01-24
1441,1,80.02,2000-09-10
1445,1,88.94,2000-02-20
1450,1,82.01,2000-08-13
1453,1,84.68,2000-09-08
1461,1,86.67,2000-05-06
1462,1,87.47,2000-04-17
1463,1,81.93,2000-06-27
1465,1,83.23,2000-08-01
1475,1,89.37,2000-01-04
1480,1,83.86,2000-04-22
1481,1,81.42,2000-04-07
1482,1,92.26,2000-04-09
1489,1,99.7,2000-08-05
1490,1,99.01,2000-03-12
1491,1,83.93,2000-05-12
1497,1,91.91,2000-10-12
1503,1,84.07,2000-06-04
1511,1,85.72,2000-03-14
1512,1,83.68,2000-09-05
1514,1,96.98,2000-07-03
1516,1,85.9,2000-10-30
1522,1,91.59,2000-08-06
1525,1,87.12,2000-09-30
1526,1,92.54,2000-02-09
1531,1,83.36,2000-07-27
1534,1,94.26,2000-11-26
1556,1,90.57,2000-09-23
1557,1,99.45,2000-05-04
1563,1,98.39,2000-06-03
1571,1,80.24,2000-02-25
1576,1,94.01,2000-12-04
1579,1,85.66,2000-09-09
1584,1,98.55,2000-05-25
1590,1,93.06,2000-03-06
1596,1,83.89,2000-08-13
1601,1,94.74,2000-08-13
1606,1,82.38,2000-04-23
1612,1,85.24,2000-03-21
1617,1,80.85,2000-01-12
1619,1,95.32,2000-10-14
1627,1,98.71,2000-09-19
1628,1,94.26,2000-10-12
1630,1,99.38,2000-01-06
1633,1,97.45,2000-02-09
1634,1,83.54,2000-07-20
1644,1,98.3,2000-04-07
1646,1,89.24,2000-09-30
1653,1,91.33,2000-12-07
1655,1,99.75,2000-01-14
1659,1,80.45,2000-08-11
1664,1,86.26,2000-01-18
1666,1,99.92,2000-09-30
1668,1,85.49,2000-05-29
1672,1,83.18,2000-01-27
1676,1,93.59,2000-11-04
1677,1,92.27,2000-02-23
1685,1,86.57,2000-03-27
1693,1,81.94,2000-08-09
1694,1,90.87,2000-04-09
1695,1,88.98,2000-09-20
1697,1,84.47,2000-10-21
1705,1,80.65,2000-04-19
1717,1,85.23,2000-01-26
1724,1,86.6,2000-11-27
1727,1,99.29,2000-05-07
1735,1,85.06,2000-01-26
1754,1,91.11,2000-04-29
1761,1,82.31,2000-06-17
1765,1,87.01,2000-12-20
1768,1,92.15,2000-11-06
1771,1,80.83,2000-01-11
1778,1,90.31,2000-06-07
1780,1,98.39,2000-03-21
1783,1,99.33,2000-12-25
1792,1,88.57,2000-09-09
1795,1,97.1,2000-01-21
1806,1,90.45,2000-12-20
1814,1,96.53,2000-08-12
1817,1,95.99,2000-08-11
1818,1,92.97,2000-12-17
1829,1,81.97,2000-03-15
1830,1,96.28,2000-06-25
1831,1,91.52,2000-05-11
1834,1,99.08,2000-02-05
1839,1,80.9,2000-02-23
1842,1,89.79,2000-07-07
1844,1,92.38,2000-03-08
1848,1,93.76,2000-09-15
1851,1,95.77,2000-10-17
1858,1,90.19,2000-05-28
1864,1,81.99,2000-07-17
1865,1,89.56,2000-06-20
1876,1,90.6,2000-05-27
1877,1,87.05,2000-04-25
1880,1,95.43,2000-04-15
1887,1,95.81,2000-04-03
1889,1,97.2,2000-02-20
1891,1,80.42,2000-02-19
1895,1,88.13,2000-07-24
1896,1,94.7,2000-09-19
1908,1,93.28,2000-01-25
1913,1,89.14,2000-07-27
1916,1,96.62,2000-01-03
1918,1,92.97,2000-04-08
1921,1,90.2,2000-05-07
1926,1,97.95,2000-09-06
1929,1,90.7,2000-07-29
1939,1,83.94,2000-12-19
1940,1,95.01,2000-04-17
1942,1,90.34,2000-11-16
1944,1,89.29,2000-10-15
1955,1,86.28,2000-06-07
1959,1,83.6,2000-12-28
1961,1,91.82,2000-11-17
1962,1,97.39,2000-12-11
1974,1,81.54,2000-02-05
1978,1,89.2,2000-12-27
1982,1,98.44,2000-03-07
1983,1,93.34,2000-05-17
1984,1,87.57,2000-07-14
1991,1,93.73,2000-02-29
1993,1,96.28,2000-04-19
1996,1,83.59,2000-07-22
2000,1,89.77,2000-08-04
2001,1,85.27,2000-09-15
2005,1,91.29,2000-10-18
2007,1,99.63,2000-01-26
2008,1,88.18,2000-10-09
2026,1,92.32,2000-11-11
2030,1,85.36,2000-04-26
2034,1,94.93,2000-06-24
2044,1,99.72,2000-06-18
2045,1,98.38,2000-08-05
2053,1,94.26,2000-05-03
2058,1,80.93,2000-01-15
2070,1,81.39,2000-06-26
2074,1,96.27,2000-06-29
2079,1,84.97,2000-01-13
2085,1,99.7,2000-08-18
2087,1,91.67,2000-01-24
2098,1,82.02,2000-02-18
2101,1,95.98,2000-04-26
2108,1,88.94,2000-12-20
2112,1,93.15,2000-07-04
2113,1,88.34,2000-02-19
2121,1,96.69,2000-01-07
2131,1,84.15,2000-12-06
2137,1,80.83,2000-06-23
2142,1,97.69,2000-03-03
2143,1,90.8,2000-05-14
2146,1,99.96,2000-12-13
2153,1,83.23,2000-12-26
2155,1,80.69,2000-11-08
2156,1,92.76,2000-06-20
2176,1,95.82,2000-09-13
2184,1,80.47,2000-11-13
2187,1,89.77,2000-01-23
2188,1,83.17,2000-04-21
2191,1,95.63,2000-07-13
2198,1,90.71,2000-08-24
2212,1,99.8,2000-12-12
2214,1,84.1,2000-03-15
2217,1,92.34,2000-12-15
2218,1,95.41,2000-09-28
2219,1,81.8,2000-07-14
2220,1,95.41,2000-06-24
2222,1,97.46,2000-11-08
2226,1,96.65,2000-11-16
2229,1,95.94,2000-10-11
2236,1,86.17,2000-08-05
2240,1,97.32,2000-05-19
2242,1,97.79,2000-03-13
2257,1,85.92,2000-03-25
2262,1,86.87,2000-01-20
2265,1,81.12,2000-01-07
2279,1,90.04,2000-05-21
2289,1,98.69,2000-04-09
2291,1,90.77,2000-10-02
2295,1,85.9,2000-01-12
2298,1,94.23,2000-10-29
2301,1,88.73,2000-04-04
2304,1,84.99,2000-03-19
2309,1,95.26,2000-07-05
2314,1,85.4,2000-06-30
2316,1,90.43,2000-05-22
2318,1,99.49,2000-03-26
2321,1,95.94,2000-01-01
2324,1,84.37,2000-05-19
2325,1,81.48,2000-01-26
2326,1,88.86,2000-11-12
2343,1,96.23,2000-08-24
2348,1,96.13,2000-08-26
2351,1,86.71,2000-07-14
2353,1,90.12,2000-01-01
2355,1,87.35,2000-06-12
2362,1,98.81,2000-11-11
2368,1,99.31,2000-02-25
2378,1,88.96,2000-06-09
2379,1,98.68,2000-02-17
2383,1,98.4,2000-02-10
2384,1,97.03,2000-08-01
2393,1,88.52,2000-03-13
2396,1,95.12,2000-07-22
2398,1,83.13,2000-06-29
2399,1,87.16,2000-09-02
2403,1,96.62,2000-07-13
2410,1,86.37,2000-12-27
2423,1,96.17,2000-02-12
2425,1,99.64,2000-08-21
2427,1,87.66,2000-05-11
2428,1,88.67,2000-04-20
2429,1,95.77,2000-07-10
2435,1,84.09,2000-05-10
2437,1,81.86,2000-03-28
2440,1,84.01,2000-05-14
2441,1,97.15,2000-02-05
2442,1,89.82,2000-07-24
2453,1,95.0,2000-07-17
2455,1,94.03,2000-06-11
2461,1,96.89,2000-05-12
2462,1,86.7,2000-10-02
2465,1,90.57,2000-11-19
2484,1,93.83,2000-03-11
2495,1,94.97,2000-08-12
2503,1,80.25,2000-10-21
2507,1,98.69,2000-05-02
2515,1,83.02,2000-01-07
2516,1,99.47,2000-02-05
2523,1,88.31,2000-03-23
2525,1,91.36,2000-01-04
2526,1,95.05,2000-07-15
2527,1,83.64,2000-02-20
2529,1,86.72,2000-05-17
2537,1,94.29,2000-08-23
2541,1,81.5,2000-01-08
2544,1,84.05,2000-08-21
2545,1,89.57,2000-04-13
2556,1,89.82,2000-04-19
2561,1,85.12,2000-12-23
2570,1,86.36,2000-11-22
2595,1,94.26,2000-04-09
2601,1,90.13,2000-08-17
2603,1,83.24,2000-03-20
2606,1,98.29,2000-04-17
2608,1,92.68,2000-11-26
2609,1,82.14,2000-12-01
2614,1,86.54,2000-05-17
2623,1,92.72,2000-04-02
2627,1,91.31,2000-07-31
2635,1,84.5,2000-09-08
2647,1,93.82,2000-03-08
2648,1,87.67,2000-02-20
2653,1,98.18,2000-07-17
2671,1,98.26,2000-04-06
2674,1,81.31,2000-09-14
2679,1,83.9,2000-09-03
2681,1,89.45,2000-03-07
2682,1,94.21,2000-12-03
2683,1,85.01,2000-12-07
2690,1,89.55,2000-04-29
2693,1,98.11,2000-09-01
2714,1,86.28,2000-05-17
2724,1,96.68,2000-04-22
2726,1,87.22,2000-07-27
2728,1,87.39,2000-02-22
2735,1,99.24,2000-10-01
2742,1,86.99,2000-08-06
2746,1,86.87,2000-09-26
2749,1,93.1,2000-10-03
2764,1,99.93,2000-10-27
2766,1,98.71,2000-07-29
2770,1,82.66,2000-03-29
2776,1,93.39,2000-08-28
2781,1,96.45,2000-01-09
2782,1,86.34,2000-10-01
2784,1,98.23,2000-06-06
2787,1,81.78,2000-05-14
2798,1,94.32,2000-04-14
2806,1,93.05,2000-01-26
2810,1,87.97,2000-11-20
2815,1,82.53,2000-12-08
2819,1,95.28,2000-03-11
2821,1,88.97,2000-10-27
2823,1,99.42,2000-02-15
2824,1,99.41,2000-08-05
2825,1,93.96,2000-03-08
2826,1,90.51,2000-02-22
2828,1,93.58,2000-06-06
2852,1,86.55,2000-02-05
2855,1,94.12,2000-12-13
2872,1,96.48,2000-10-19
2874,1,93.28,2000-09-12
2876,1,80.69,2000-05-14
2879,1,87.4,2000-11-24
2883,1,96.8,2000-07-13
2886,1,86.38,2000-08-17
2888,1,94.67,2000-07-11
2889,1,90.97,2000-02-24
2892,1,97.03,2000-12-23
2908,1,83.73,2000-09-26
2910,1,98.76,2000-10-20
2912,1,91.51,2000-10-14
2914,1,89.31,2000-12-20
2918,1,91.59,2000-12-16
2924,1,80.71,2000-12-22
2933,1,92.25,2000-11-10
2936,1,89.12,2000-10-27
2939,1,99.47,2000-12-09
2942,1,96.13,2000-08-30
2944,1,89.05,2000-06-27
2950,1,86.28,2000-04-22
2965,1,92.7,2000-07-30
2967,1,88.8,2000-10-17
2979,1,89.68,2000-04-20
2987,1,87.22,2000-03-13
2993,1,85.64,2000-01-20
2997,1,88.67,2000-07-31
2999,1,85.71,2000-11-02
3005,1,83.72,2000-01-14
3006,1,84.55,2000-01-27
3011,1,99.46,2000-11-13
3012,1,82.11,2000-05-11
3014,1,96.03,2000-03-07
3016,1,85.73,2000-03-17
3019,1,87.28,2000-05-07
3020,1,97.42,2000-04-26
3023,1,83.3,2000-10-07
3036,1,90.12,2000-07-18
3038,1,87.16,2000-07-20
3039,1,88.54,2000-09-12
3040,1,97.75,2000-04-29
3047,1,85.9,2000-03-27
3061,1,97.96,2000-01-27
3064,1,89.81,2000-07-21
3069,1,83.75,2000-06-04
3074,1,98.63,2000-08-20
3079,1,86.49,2000-10-16
3084,1,88.23,2000-02-14
3087,1,92.38,2000-01-08
3089,1,96.63,2000-05-26
3092,1,84.39,2000-05-05
3099,1,82.13,2000-10-21
3100,1,97.75,2000-09-08
3104,1,80.45,2000-02-04
3106,1,98.61,2000-02-29
3109,1,88.57,2000-05-31
3112,1,84.34,2000-08-11
3128,1,97.42,2000-08-29
3130,1,81.64,2000-11-12
3131,1,97.11,2000-06-25
3135,1,86.86,2000-06-03
3149,1,94.28,2000-09-22
3150,1,81.17,2000-07-11
3151,1,93.77,2000-06-22
3159,1,86.77,2000-12-26
3161,1,80.07,2000-05-03
3164,1,85.53,2000-05-21
3173,1,96.38,2000-01-03
3180,1,83.65,2000-02-12
3182,1,82.23,2000-10-02
3189,1,91.55,2000-12-19
3203,1,89.21,2000-08-04
3207,1,85.63,2000-06-29
3211,1,91.98,2000-02-05
3218,1,96.36,2000-04-29
3225,1,94.47,2000-12-26
3226,1,96.23,2000-10-04
3231,1,97.12,2000-08-03
3233,1,80.47,2000-04-05
3236,1,95.58,2000-05-29
3237,1,90.48,2000-07-21
3250,1,87.37,2000-03-18
3257,1,96.83,2000-01-22
3259,1,90.14,2000-01-08
3267,1,95.83,2000-05-31
3268,1,84.52,2000-07-17
3273,1,88.8,2000-07-08
3275,1,92.18,2000-01-09
3276,1,92.42,2000-07-15
3279,1,83.33,2000-08-01
3285,1,82.15,2000-08-08
3289,1,81.96,2000-11-07
3292,1,98.38,2000-04-29
3294,1,86.49,2000-10-21
3295,1,93.49,2000-11-26
3296,1,97.83,2000-12-15
3306,1,85.53,2000-06-29
3308,1,81.75,2000-08-07
3309,1,97.35,2000-04-14
3311,1,86.0,2000-08-27
3317,1,89.98,2000-03-08
3323,1,92.07,2000-07-01
3336,1,84.29,2000-10-26
3339,1,91.42,2000-07-23
3343,1,92.95,2000-08-06
3346,1,99.21,2000-02-02
3352,1,97.69,2000-03-01
3355,1,83.12,2000-12-13
3359,1,89.1,2000-10-25
3361,1,99.52,2000-08-03
3364,1,93.14,2000-11-23
3370,1,86.25,2000-06-01
3372,1,86.96,2000-05-27
3375,1,99.79,2000-03-28
3381,1,85.22,2000-04-20
3395,1,99.04,2000-08-24
3398,1,99.89,2000-12-20
3415,1,81.92,2000-03-30
3420,1,96.5,2000-01-08
3421,1,93.19,2000-10-06
3426,1,92.05,2000-08-05
3433,1,85.16,2000-01-25
3437,1,81.11,2000-12-23
3440,1,96.33,2000-12-24
3442,1,82.06,2000-08-18
3450,1,86.29,2000-12-29
3455,1,80.67,2000-05-08
3458,1,81.79,2000-08-21
3460,1,94.37,2000-06-02
3465,1,96.74,2000-01-20
3480,1,93.47,2000-03-27
3493,1,86.56,2000-10-11
3498,1,95.44,2000-01-11
3505,1,85.01,2000-10-13
3506,1,92.18,2000-11-22
3507,1,86.29,2000-12-03
3513,1,82.84,2000-08-25
3517,1,82.64,2000-09-10
3519,1,91.99,2000-08-20
3522,1,97.59,2000-12-10
3524,1,90.04,2000-05-11
3526,1,80.46,2000-10-22
3542,1,94.03,2000-08-31
3544,1,80.06,2000-05-18
3545,1,92.94,2000-11-12
3551,1,97.79,2000-08-09
3555,1,85.79,2000-12-06
3556,1,88.58,2000-06-28
3559,1,84.99,2000-06-05
3565,1,87.16,2000-06-07
3570,1,92.4,2000-04-27
3573,1,95.91,2000-04-19
3582,1,98.54,2000-12-04
3585,1,98.17,2000-01-15
3586,1,98.44,2000-10-13
3587,1,86.86,2000-07-25
3590,1,82.85,2000-03-16
3595,1,87.55,2000-05-28
3603,1,92.65,2000-08-13
3606,1,84.17,2000-05-25
3612,1,84.6,2000-01-28
3618,1,80.45,2000-12-21
3623,1,89.59,2000-04-06
3627,1,87.92,2000-08-12
3640,1,91.98,2000-03-20
3641,1,95.95,2000-12-10
3642,1,95.14,2000-12-18
3644,1,83.18,2000-08-18
3645,1,82.72,2000-04-06
3647,1,95.41,2000-02-17
3661,1,82.44,2000-12-19
3667,1,85.52,2000-01-15
3670,1,93.96,2000-01-28
3672,1,90.56,2000-04-22
3682,1,85.39,2000-03-28
3686,1,80.0,2000-10-26
3689,1,83.14,2000-10-10
3691,1,92.66,2000-10-10
3694,1,86.93,2000-04-09
3699,1,93.83,2000-06-21
3702,1,84.53,2000-07-22
3709,1,80.79,2000-01-29
3718,1,85.92,2000-07-25
3724,1,80.22,2000-03-04
3728,1,99.94,2000-05-09
3733,1,90.36,2000-10-16
3734,1,97.69,2000-02-20
3745,1,83.12,2000-05-20
3747,1,98.63,2000-06-30
3749,1,96.61,2000-12-11
3753,1,85.95,2000-01-11
3765,1,82.06,2000-04-29
3770,1,89.18,2000-03-06
3771,1,91.83,2000-12-01
3778,1,80.93,2000-01-04
3789,1,81.01,2000-07-01
3791,1,95.11,2000-12-26
3796,1,81.58,2000-03-23
3803,1,91.26,2000-08-25
3810,1,82.54,2000-06-01
3811,1,88.3,2000-11-14
3818,1,90.26,2000-09-23
3819,1,92.51,2000-04-29
3829,1,91.74,2000-09-09
3830,1,81.17,2000-07-06
3832,1,83.29,2000-04-07
3834,1,94.15,2000-08-03
3835,1,83.82,2000-12-06
3839,1,91.81,2000-06-17
3846,1,84.55,2000-04-12
3857,1,80.23,2000-08-17
3862,1,81.87,2000-12-24
3872,1,84.73,2000-01-16
3876,1,87.2,2000-08-05
3878,1,99.04,2000-07-20
3890,1,92.35,2000-12-29
3892,1,82.95,2000-12-27
3895,1,94.27,2000-05-29
3899,1,88.89,2000-01-10
3905,1,99.47,2000-01-05
3908,1,93.46,2000-02-13
3922,1,89.31,2000-05-19
3923,1,91.73,2000-04-26
3948,1,94.36,2000-08-14
3965,1,87.44,2000-11-23
3968,1,92.63,2000-04-24
3971,1,92.72,2000-03-27
3972,1,84.09,2000-12-03
3984,1,99.87,2000-10-04
3992,1,95.78,2000-06-23
3993,1,92.05,2000-05-10
3994,1,86.95,2000-07-11
4001,1,98.76,2000-07-05
4009,1,98.6,2000-09-13
4011,1,83.4,2000-04-02
4014,1,88.85,2000-04-20
4018,1,91.68,2000-10-13
4026,1,86.65,2000-08-29
4028,1,84.72,2000-08-26
4029,1,84.39,2000-04-11
4032,1,86.77,2000-04-14
4033,1,80.33,2000-06-24
4040,1,89.65,2000-06-03
4042,1,84.26,2000-03-09
4061,1,94.92,2000-04-21
4064,1,96.89,2000-07-15
4079,1,98.33,2000-01-26
4091,1,96.57,2000-11-27
4103,1,91.77,2000-07-24
4106,1,93.08,2000-08-12
4118,1,80.2,2000-02-29
4124,1,84.88,2000-04-15
4128,1,87.18,2000-12-06
4146,1,88.93,2000-10-30
4161,1,83.14,2000-08-07
4170,1,97.61,2000-07-31
4189,1,80.67,2000-09-11
4195,1,88.45,2000-05-18
4197,1,95.1,2000-01-23
4204,1,87.08,2000-09-26
4206,1,81.83,2000-01-06
4211,1,82.13,2000-09-03
4212,1,92.46,2000-01-29
4217,1,84.99,2000-06-07
4219,1,82.12,2000-01-27
4220,1,95.86,2000-11-18
4221,1,82.27,2000-02-21
4225,1,86.22,2000-04-24
4228,1,83.38,2000-07-26
4232,1,87.08,2000-11-07
4236,1,81.1,2000-05-04
4243,1,91.89,2000-11-29
4252,1,99.95,2000-06-13
4258,1,90.85,2000-05-24
4261,1,80.68,2000-09-29
4267,1,80.38,2000-01-13
4274,1,99.54,2000-09-01
4275,1,83.21,2000-12-17
4276,1,85.1,2000-04-08
4279,1,87.27,2000-02-18
4282,1,96.65,2000-09-30
4284,1,97.41,2000-05-31
4286,1,84.15,2000-01-31
4302,1,87.98,2000-02-27
